TransactionDate,TransactionType,Quantity
2014-05-25 00:00:00.000,S,1
2014-05-25 00:00:00.000,S,1
2014-05-25 00:00:00.000,S,1
2014-05-24 00:00:00.000,P,3
2014-05-24 00:00:00.000,P,3
2014-05-24 00:00:00.000,P,3
2014-05-24 00:00:00.000,P,3
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,3
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,1250
2014-05-24 00:00:00.000,P,1250
2014-05-24 00:00:00.000,P,60
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,60
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,550
2014-05-24 00:00:00.000,P,3
2014-05-24 00:00:00.000,P,3
2014-05-24 00:00:00.000,P,3
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,4
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,4
2014-05-24 00:00:00.000,W,5
2014-05-24 00:00:00.000,W,10
2014-05-24 00:00:00.000,W,8
2014-05-24 00:00:00.000,W,13
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,8
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,4
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,4
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,10
2014-05-24 00:00:00.000,W,32
2014-05-24 00:00:00.000,W,8
2014-05-24 00:00:00.000,W,5
2014-05-24 00:00:00.000,W,10
2014-05-24 00:00:00.000,W,8
2014-05-24 00:00:00.000,W,13
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,5
2014-05-24 00:00:00.000,W,10
2014-05-24 00:00:00.000,W,8
2014-05-24 00:00:00.000,W,13
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,12
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,5
2014-05-24 00:00:00.000,W,10
2014-05-24 00:00:00.000,W,8
2014-05-24 00:00:00.000,W,13
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,12
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,3
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,50
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,2
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,50
2014-05-24 00:00:00.000,W,1
2014-05-24 00:00:00.000,W,11
2014-05-24 00:00:00.000,W,10
2014-05-24 00:00:00.000,W,32
2014-05-24 00:00:00.000,W,8
2014-05-24 00:00:00.000,W,18
2014-05-24 00:00:00.000,W,22
2014-05-24 00:00:00.000,W,10
2014-05-24 00:00:00.000,W,500
2014-05-24 00:00:00.000,W,100
2014-05-24 00:00:00.000,W,50
2014-05-24 00:00:00.000,W,30
2014-05-24 00:00:00.000,W,46
2014-05-24 00:00:00.000,W,24
2014-05-24 00:00:00.000,W,50
2014-05-24 00:00:00.000,W,50
2014-05-24 00:00:00.000,W,26
2014-05-24 00:00:00.000,W,74
2014-05-24 00:00:00.000,W,50
2014-05-24 00:00:00.000,W,200
2014-05-24 00:00:00.000,W,50
2014-05-24 00:00:00.000,W,50
2014-05-24 00:00:00.000,W,10
2014-05-24 00:00:00.000,W,17
2014-05-24 00:00:00.000,W,23
2014-05-24 00:00:00.000,W,100
2014-05-24 00:00:00.000,W,100
2014-05-24 00:00:00.000,W,50
2014-05-24 00:00:00.000,W,50
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-24 00:00:00.000,S,1
2014-05-23 00:00:00.000,P,550
2014-05-23 00:00:00.000,P,550
2014-05-23 00:00:00.000,P,550
2014-05-23 00:00:00.000,P,60
2014-05-23 00:00:00.000,P,60
2014-05-23 00:00:00.000,P,60
2014-05-23 00:00:00.000,P,550
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,550
2014-05-23 00:00:00.000,P,550
2014-05-23 00:00:00.000,P,60
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,60
2014-05-23 00:00:00.000,P,60
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,550
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,3
2014-05-23 00:00:00.000,P,550
2014-05-23 00:00:00.000,P,550
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,3
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,3
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,4
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,11
2014-05-23 00:00:00.000,W,7
2014-05-23 00:00:00.000,W,9
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,6
2014-05-23 00:00:00.000,W,5
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,3
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,3
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,14
2014-05-23 00:00:00.000,W,23
2014-05-23 00:00:00.000,W,5
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,11
2014-05-23 00:00:00.000,W,7
2014-05-23 00:00:00.000,W,9
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,11
2014-05-23 00:00:00.000,W,7
2014-05-23 00:00:00.000,W,9
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,11
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,11
2014-05-23 00:00:00.000,W,7
2014-05-23 00:00:00.000,W,9
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,11
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,4
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,2
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,42
2014-05-23 00:00:00.000,W,4
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,1
2014-05-23 00:00:00.000,W,42
2014-05-23 00:00:00.000,W,6
2014-05-23 00:00:00.000,W,5
2014-05-23 00:00:00.000,W,14
2014-05-23 00:00:00.000,W,23
2014-05-23 00:00:00.000,W,5
2014-05-23 00:00:00.000,W,20
2014-05-23 00:00:00.000,W,15
2014-05-23 00:00:00.000,W,7
2014-05-23 00:00:00.000,W,420
2014-05-23 00:00:00.000,W,84
2014-05-23 00:00:00.000,W,42
2014-05-23 00:00:00.000,W,26
2014-05-23 00:00:00.000,W,36
2014-05-23 00:00:00.000,W,22
2014-05-23 00:00:00.000,W,42
2014-05-23 00:00:00.000,W,42
2014-05-23 00:00:00.000,W,18
2014-05-23 00:00:00.000,W,66
2014-05-23 00:00:00.000,W,42
2014-05-23 00:00:00.000,W,168
2014-05-23 00:00:00.000,W,42
2014-05-23 00:00:00.000,W,42
2014-05-23 00:00:00.000,W,14
2014-05-23 00:00:00.000,W,10
2014-05-23 00:00:00.000,W,18
2014-05-23 00:00:00.000,W,84
2014-05-23 00:00:00.000,W,84
2014-05-23 00:00:00.000,W,42
2014-05-23 00:00:00.000,W,42
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-23 00:00:00.000,S,1
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,60
2014-05-22 00:00:00.000,P,60
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,3
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,P,550
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,3
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,4
2014-05-22 00:00:00.000,W,10
2014-05-22 00:00:00.000,W,6
2014-05-22 00:00:00.000,W,10
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,4
2014-05-22 00:00:00.000,W,7
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,2
2014-05-22 00:00:00.000,W,1
2014-05-22 00:00:00.000,W,3
2014-05-22 00:00:00.000,W,1
